business_id,username,user_id,review_id,review_text,star_rating,calculated_senti_rating,total_senences,very_posivite_counts,posivite_counts,neutral_counts,very_negative_counts,negative_counts,nlp_sentences
pinstripes-chicago-2,Kevin S.,oi8vFIkiPyXuKUBFwBFtZg,JVwydWAWkoSmSRX3E3iuQQ,"I just wanted to provide an update from my reviews last summer now that it&#39;s a year later. I think I&#39;ve been to Pinstripes around 40 times over the last year! The patio is still my favorite in the city and the food and drinks never disappoint. If you go here and sit outside, order a limoncello martini, a margarita italiano, a chicken and avocado flatbread, and the chicken and goat cheese pasta, I guarantee you will leave happy! If not, then quite frankly you do not like food or drink.
I highly recommend you bring family and friends here and enjoy one of the best patios in the city before summer ends.",5,5,5,1,2,1,0,2," 
i just wanted to provide an update from my reviews last summer now that it 's a year later . : Neutral
i think i 've been to pinstripes around 40 times over the last year ! : Negative
the patio is still my favorite in the city and the food and drinks never disappoint . : Positive
if you go here and sit outside , order a limoncello martini , a margarita italiano , a chicken and avocado flatbread , and the chicken and goat cheese pasta , i guarantee you will leave happy ! : Positive
if not , then quite frankly you do not like food or drink . : Negative
i highly recommend you bring family and friends here and enjoy one of the best patios in the city before summer ends . : Verypositive"
pinstripes-chicago-2,Anita S.,7uZ3cuA0wf4JKz3j4tk1yg,8j8bgUvFaam_35MQYP-uqw,"What a great back patio! Friendly service, and with a nice view of the fireworks on the pier. Menu here has something for everyone, and I liked that the dessert trio allowed our group to try a bit of everything without feeling like pigs.",5,5,3,0,2,0,0,1," 
what a great back patio ! : Positive
friendly service , and with a nice view of the fireworks on the pier . : Positive
menu here has something for everyone , and i liked that the dessert trio allowed our group to try a bit of everything without feeling like pigs . : Negative"
pinstripes-chicago-2,Sherry C.,aWKvDXf928jPSputy48xbA,D0DTBBic9uIfnVnZcEZMEg,"Really cool concept. Expansive layout with bowling and bocce that you can reserve and play while you eat. 
The food here is solid but unoriginal but that is to be expected. We got the calamari and spinach/artichoke dip for starters. Spaghetti and meatballs was meh as the meatballs were dry. Italian beef pizza was surprisingly good for how it looked. Striped bass entree was decent. 
Sadly we didn&#39;t get here in time to grab a lane but based on my experience this is a fun environment for hanging with friends and family over food and games!",4,5,7,0,5,1,0,2," 
really cool concept . : Positive
expansive layout with bowling and bocce that you can reserve and play while you eat . : Positive
the food here is solid but unoriginal but that is to be expected . : Negative
we got the calamari and spinach/artichoke dip for starters . : Neutral
spaghetti and meatballs was meh as the meatballs were dry . : Negative
italian beef pizza was surprisingly good for how it looked . : Positive
striped bass entree was decent . : Positive
sadly we did n't get here in time to grab a lane but based on my experience this is a fun environment for hanging with friends and family over food and games ! : Positive"
pinstripes-chicago-2,Kimberly M.,TrUROtLY-fDCaYpa9zXxlA,1XVbWtAmne6cb4ubaJ_YFQ,"We stumbled into Pinstripes after we did the Architecture River Tour and we are so happy we did. We sat in the bar area and were able to order drinks and order food. The place was happening, which is always a good sign. The service was fantastic and the food and drinks were on point. We were there on a Friday night and all wine bottles under $50 are 50% off! The atmosphere is fun and trendy and definitely a great spot for groups. With that said, it was just two of us and we had a wonderful experience. Highly recommend Pinstripes whether you are a local or just visiting Chicago like we were.",5,5,8,1,5,0,0,2," 
we stumbled into pinstripes after we did the architecture river tour and we are so happy we did . : Positive
we sat in the bar area and were able to order drinks and order food . : Positive
the place was happening , which is always a good sign . : Positive
the service was fantastic and the food and drinks were on point . : Positive
we were there on a friday night and all wine bottles under $ 50 are 50 % off ! : Negative
the atmosphere is fun and trendy and definitely a great spot for groups . : Verypositive
with that said , it was just two of us and we had a wonderful experience . : Positive
highly recommend pinstripes whether you are a local or just visiting chicago like we were . : Negative"
pinstripes-chicago-2,Olivia A.,TjXqTqYOXAs8VKo_otj3lw,FCZek-Xrnr91reVcdJm02g,"I had such a great time here when I came to visit Chicago a few weekends ago. I flew in a little late, so I missed the group dinner, but I was able to enjoy myself at the bocce ball set. My boyfriend and I split 2 bottles of wine at 1/2 price, and they were delicious. I also got the shrimp and tomato flatbread. It was so good, and it heated up well the next day for leftovers. Also, props for the giant corkscrew in the front -- I need one of those for my house! I can&#39;t wait to go back and experience Pinstripes again!",5,1,7,0,3,0,0,4," 
i had such a great time here when i came to visit chicago a few weekends ago . : Positive
i flew in a little late , so i missed the group dinner , but i was able to enjoy myself at the bocce ball set . : Negative
my boyfriend and i split 2 bottles of wine at 1/2 price , and they were delicious . : Negative
i also got the shrimp and tomato flatbread . : Positive
it was so good , and it heated up well the next day for leftovers . : Positive
also , props for the giant corkscrew in the front -- i need one of those for my house ! : Negative
i ca n't wait to go back and experience pinstripes again ! : Negative"
pinstripes-chicago-2,Patricia J.,b0pGpdBx44T-6FgalyYGHQ,At5jL5wU2nAIrKW6YyR37g,"This is not just another burger, there is nothing ordinary about this burger. This is a culinary work of art! Mouth watering juicy, perfectly seasoned and cooked. From the tempting wholesome bun, juicy robust beef patty, crisp fresh lettuce, vine ripe tomatoes, slice of thick sharp cheddar cheese and organic ketchup. The golden fries complimented this juicy beefy Patty burger to the T!",5,5,5,0,4,0,0,1," 
this is not just another burger , there is nothing ordinary about this burger . : Negative
this is a culinary work of art ! : Positive
mouth watering juicy , perfectly seasoned and cooked . : Positive
from the tempting wholesome bun , juicy robust beef patty , crisp fresh lettuce , vine ripe tomatoes , slice of thick sharp cheddar cheese and organic ketchup . : Positive
the golden fries complimented this juicy beefy patty burger to the t ! : Positive"
pinstripes-chicago-2,Sasha S.,fEOuzkDkVnRrVjVZGuxDHQ,LpCFNXYgBnn-xn4kKPPJRw,"Horrible service at bar!   I had to flag her down for every drink.  We ordered food while sitting at the bar &amp; had to wait 5 minutes for our silverware.  You would think after this disappointing experience she would be more attentive, however it just went downhill from there.  
Note to general manager: conduct some training with your employees &amp; you may want to monitor the progress.",1,1,4,0,0,1,2,2," 
horrible service at bar ! : Verynegative
i had to flag her down for every drink . : Neutral
we ordered food while sitting at the bar & had to wait 5 minutes for our silverware . : Negative
you would think after this disappointing experience she would be more attentive , however it just went downhill from there . : Verynegative
note to general manager : conduct some training with your employees & you may want to monitor the progress . : Negative"
pinstripes-chicago-2,John C.,ZdfhBWCWisfI4edZMrS5Zw,5tyWuKKFisVGozezsZGUnA,"What a goldmine in the middle of the city! Food is excellent, very fresh and the service could not have been better. The price is right! I will definitely visit other locations in other cites. Can&#39;t wait to play bocce!",5,5,4,0,3,1,0,1," 
what a goldmine in the middle of the city ! : Neutral
food is excellent , very fresh and the service could not have been better . : Positive
the price is right ! : Positive
i will definitely visit other locations in other cites . : Positive
ca n't wait to play bocce ! : Negative"
pinstripes-chicago-2,Emily W.,B2PNx5i1vEi4unoexCGwkQ,HaeW5gqbArpc-R86HeC8Kg,"This was a great place to stop for lunch! The back patio has a great city view and on a nice day, it&#39;s the perfect place for a drink and some good food. They also have bowling alleys and bocce ball which is pretty awesome. The food was decent- the sauce they use for pizza is really sweet which I&#39;m not a huge fan of but it was still pretty good. Service was friendly and the location was handy after strolling around the pier. I&#39;d definitely go back!",3,5,6,1,3,0,0,2," 
this was a great place to stop for lunch ! : Positive
the back patio has a great city view and on a nice day , it 's the perfect place for a drink and some good food . : Verypositive
they also have bowling alleys and bocce ball which is pretty awesome . : Negative
the food was decent - the sauce they use for pizza is really sweet which i 'm not a huge fan of but it was still pretty good . : Positive
service was friendly and the location was handy after strolling around the pier . : Negative
i 'd definitely go back ! : Positive"
pinstripes-chicago-2,Kevin S.,oi8vFIkiPyXuKUBFwBFtZg,JVwydWAWkoSmSRX3E3iuQQ,"I just wanted to provide an update from my reviews last summer now that it&#39;s a year later. I think I&#39;ve been to Pinstripes around 40 times over the last year! The patio is still my favorite in the city and the food and drinks never disappoint. If you go here and sit outside, order a limoncello martini, a margarita italiano, a chicken and avocado flatbread, and the chicken and goat cheese pasta, I guarantee you will leave happy! If not, then quite frankly you do not like food or drink.
I highly recommend you bring family and friends here and enjoy one of the best patios in the city before summer ends.",5,5,5,1,2,1,0,2," 
i just wanted to provide an update from my reviews last summer now that it 's a year later . : Neutral
i think i 've been to pinstripes around 40 times over the last year ! : Negative
the patio is still my favorite in the city and the food and drinks never disappoint . : Positive
if you go here and sit outside , order a limoncello martini , a margarita italiano , a chicken and avocado flatbread , and the chicken and goat cheese pasta , i guarantee you will leave happy ! : Positive
if not , then quite frankly you do not like food or drink . : Negative
i highly recommend you bring family and friends here and enjoy one of the best patios in the city before summer ends . : Verypositive"
pinstripes-chicago-2,Anita S.,7uZ3cuA0wf4JKz3j4tk1yg,8j8bgUvFaam_35MQYP-uqw,"What a great back patio! Friendly service, and with a nice view of the fireworks on the pier. Menu here has something for everyone, and I liked that the dessert trio allowed our group to try a bit of everything without feeling like pigs.",5,5,3,0,2,0,0,1," 
what a great back patio ! : Positive
friendly service , and with a nice view of the fireworks on the pier . : Positive
menu here has something for everyone , and i liked that the dessert trio allowed our group to try a bit of everything without feeling like pigs . : Negative"
pinstripes-chicago-2,Sherry C.,aWKvDXf928jPSputy48xbA,D0DTBBic9uIfnVnZcEZMEg,"Really cool concept. Expansive layout with bowling and bocce that you can reserve and play while you eat. 
The food here is solid but unoriginal but that is to be expected. We got the calamari and spinach/artichoke dip for starters. Spaghetti and meatballs was meh as the meatballs were dry. Italian beef pizza was surprisingly good for how it looked. Striped bass entree was decent. 
Sadly we didn&#39;t get here in time to grab a lane but based on my experience this is a fun environment for hanging with friends and family over food and games!",4,5,7,0,5,1,0,2," 
really cool concept . : Positive
expansive layout with bowling and bocce that you can reserve and play while you eat . : Positive
the food here is solid but unoriginal but that is to be expected . : Negative
we got the calamari and spinach/artichoke dip for starters . : Neutral
spaghetti and meatballs was meh as the meatballs were dry . : Negative
italian beef pizza was surprisingly good for how it looked . : Positive
striped bass entree was decent . : Positive
sadly we did n't get here in time to grab a lane but based on my experience this is a fun environment for hanging with friends and family over food and games ! : Positive"
pinstripes-chicago-2,Kimberly M.,TrUROtLY-fDCaYpa9zXxlA,1XVbWtAmne6cb4ubaJ_YFQ,"We stumbled into Pinstripes after we did the Architecture River Tour and we are so happy we did. We sat in the bar area and were able to order drinks and order food. The place was happening, which is always a good sign. The service was fantastic and the food and drinks were on point. We were there on a Friday night and all wine bottles under $50 are 50% off! The atmosphere is fun and trendy and definitely a great spot for groups. With that said, it was just two of us and we had a wonderful experience. Highly recommend Pinstripes whether you are a local or just visiting Chicago like we were.",5,5,8,1,5,0,0,2," 
we stumbled into pinstripes after we did the architecture river tour and we are so happy we did . : Positive
we sat in the bar area and were able to order drinks and order food . : Positive
the place was happening , which is always a good sign . : Positive
the service was fantastic and the food and drinks were on point . : Positive
we were there on a friday night and all wine bottles under $ 50 are 50 % off ! : Negative
the atmosphere is fun and trendy and definitely a great spot for groups . : Verypositive
with that said , it was just two of us and we had a wonderful experience . : Positive
highly recommend pinstripes whether you are a local or just visiting chicago like we were . : Negative"
pinstripes-chicago-2,Olivia A.,TjXqTqYOXAs8VKo_otj3lw,FCZek-Xrnr91reVcdJm02g,"I had such a great time here when I came to visit Chicago a few weekends ago. I flew in a little late, so I missed the group dinner, but I was able to enjoy myself at the bocce ball set. My boyfriend and I split 2 bottles of wine at 1/2 price, and they were delicious. I also got the shrimp and tomato flatbread. It was so good, and it heated up well the next day for leftovers. Also, props for the giant corkscrew in the front -- I need one of those for my house! I can&#39;t wait to go back and experience Pinstripes again!",5,1,7,0,3,0,0,4," 
i had such a great time here when i came to visit chicago a few weekends ago . : Positive
i flew in a little late , so i missed the group dinner , but i was able to enjoy myself at the bocce ball set . : Negative
my boyfriend and i split 2 bottles of wine at 1/2 price , and they were delicious . : Negative
i also got the shrimp and tomato flatbread . : Positive
it was so good , and it heated up well the next day for leftovers . : Positive
also , props for the giant corkscrew in the front -- i need one of those for my house ! : Negative
i ca n't wait to go back and experience pinstripes again ! : Negative"
pinstripes-chicago-2,Patricia J.,b0pGpdBx44T-6FgalyYGHQ,At5jL5wU2nAIrKW6YyR37g,"This is not just another burger, there is nothing ordinary about this burger. This is a culinary work of art! Mouth watering juicy, perfectly seasoned and cooked. From the tempting wholesome bun, juicy robust beef patty, crisp fresh lettuce, vine ripe tomatoes, slice of thick sharp cheddar cheese and organic ketchup. The golden fries complimented this juicy beefy Patty burger to the T!",5,5,5,0,4,0,0,1," 
this is not just another burger , there is nothing ordinary about this burger . : Negative
this is a culinary work of art ! : Positive
mouth watering juicy , perfectly seasoned and cooked . : Positive
from the tempting wholesome bun , juicy robust beef patty , crisp fresh lettuce , vine ripe tomatoes , slice of thick sharp cheddar cheese and organic ketchup . : Positive
the golden fries complimented this juicy beefy patty burger to the t ! : Positive"
pinstripes-chicago-2,Becky C.,B_iHJaVkncQpHvul_2kmBA,dzS6VIYtIFmg_TkscWxPzw,"Tasty food, nice option of outdoor seating, would come here again. They have Pepsi product is, so if you&#39;re a &#34;coke only&#34; person, you may want to find somewhere else.",4,3,2,0,1,0,0,1," 
tasty food , nice option of outdoor seating , would come here again . : Positive
they have pepsi product is , so if you 're a ` coke only ' person , you may want to find somewhere else . : Negative"
pinstripes-chicago-2,Nicole B.,TjIGlS1P_LAOyk_XHlXGzQ,4N1XsRfWu9LdfrT76C4T2w,"Fancy bowling! Although I didn&#39;t actually try any, the food looked absolutely fantastic. Our service was great, the bowling ally was clean with a fresh, modern, upscale feel. We went during the day when games are cheaper than at night. This place would make a fun date night!",4,5,4,0,4,1,0,0," 
fancy bowling ! : Positive
although i did n't actually try any , the food looked absolutely fantastic . : Positive
our service was great , the bowling ally was clean with a fresh , modern , upscale feel . : Positive
we went during the day when games are cheaper than at night . : Neutral
this place would make a fun date night ! : Positive"
pinstripes-chicago-2,Lisa R.,trPGhwmqJeLvDdOezobv7g,0aTnSFDxzy2q5htjrHrSyA,"We  had our wedding and reception at Pinstripes. Everything about it was wonderful. Our goals were for our big day to be memorable, for us to write the least number of checks possible, and we didn&#39;t want to go overboard trying to manage every last detail. 
The week of the wedding, we added a signature cocktail, champagne margaritas. Pinstripes was great in allowing us to come by on Friday (our wedding was Saturday) to try them. 
We had a ordered backdrop through Pinstripes for the ceremony. I dropped off place cards, signs and a gift box on Friday. Jessica and her team were wonderful and put these out for me on Saturday.
They had a nice room for the whole bridal party to hang out in before the wedding. After the ceremony they flipped the room from ceremony to reception. Jessica and her team were nice enough to put out our centerpieces (we had wine bottles with flowers in them, I wasn&#39;t picky what vases and flowers went on which table). Right before dinner people weren&#39;t really taking their table cards, so they moved the table so that more people would get their table cards. 
Everyone said they had a fabulous time, the food was great and it was so fun to have the bocce ball court and extra bar area for people hang out in. 
We did gelato bar for dessert which was a huge hit. They brought out two bowls of gelato for us to feed one another much like one does a cake. Everyone else went out to the bar area to get gelato. At one point I saw at least 10 people in line to get gelato. 
We also had one person who was vegan and they did a great job accomidating him. I forgot to tell them what table he was at until we were about to do our enterance to the reception. Our friend was really impressed by the food (and the amount of it) that they brought him.",5,5,15,1,10,5,0,4," 
we had our wedding and reception at pinstripes . : Positive
everything about it was wonderful . : Verypositive
our goals were for our big day to be memorable , for us to write the least number of checks possible , and we did n't want to go overboard trying to manage every last detail . : Positive
the week of the wedding , we added a signature cocktail , champagne margaritas . : Positive
pinstripes was great in allowing us to come by on friday -LRB- our wedding was saturday -RRB- to try them . : Positive
we had a ordered backdrop through pinstripes for the ceremony . : Neutral
i dropped off place cards , signs and a gift box on friday . : Positive
jessica and her team were wonderful and put these out for me on saturday . : Positive
they had a nice room for the whole bridal party to hang out in before the wedding . : Neutral
after the ceremony they flipped the room from ceremony to reception . : Negative
jessica and her team were nice enough to put out our centerpieces -LRB- we had wine bottles with flowers in them , i was n't picky what vases and flowers went on which table -RRB- . : Negative
right before dinner people were n't really taking their table cards , so they moved the table so that more people would get their table cards . : Positive
everyone said they had a fabulous time , the food was great and it was so fun to have the bocce ball court and extra bar area for people hang out in . : Positive
we did gelato bar for dessert which was a huge hit . : Neutral
they brought out two bowls of gelato for us to feed one another much like one does a cake . : Negative
everyone else went out to the bar area to get gelato . : Negative
at one point i saw at least 10 people in line to get gelato . : Neutral
we also had one person who was vegan and they did a great job accomidating him . : Positive
i forgot to tell them what table he was at until we were about to do our enterance to the reception . : Neutral
our friend was really impressed by the food -LRB- and the amount of it -RRB- that they brought him . : Positive"
pinstripes-chicago-2,Christina B.,7K-00zB5UNarqVDKhae-oQ,wg07IZ99s_itd784oOTUgQ,"We went in with a huge party and our waiter was extremely attentive and organized! Our food was delicious and it came out pretty fast for a group of our size. Our waiter even split up our checks individually! 
I went back a couple days later with just a couple friends and we were pleasantly surprised by Pinstripes&#39; brunch buffet. It was reasonably priced, included a mimosa, and the spread was wonderful!",4,5,5,1,2,0,0,2," 
we went in with a huge party and our waiter was extremely attentive and organized ! : Positive
our food was delicious and it came out pretty fast for a group of our size . : Positive
our waiter even split up our checks individually ! : Negative
i went back a couple days later with just a couple friends and we were pleasantly surprised by pinstripes ' brunch buffet . : Negative
it was reasonably priced , included a mimosa , and the spread was wonderful ! : Verypositive"
pinstripes-chicago-2,Steve C.,5pXiqAnQ-BIWBq5XOuUQyQ,gY-ZGQDbugdolUDdXL8Nog,"My wife and I stopped by on our way to Navy Pier. The exterior of the restaurant doesn&#39;t look too interesting and you may be inclined to pass by. But it&#39;s worth taking a look inside.
We sat out on the deck overlooking a small canal, and the view was unique and enjoyable. The sun came in to warm a chilly day. Great place for a bit of lunch.
I had an italian wedding soup and salad. My wife had a flatbread pizza and salad. Everything was great.",4,5,8,0,6,1,0,2," 
my wife and i stopped by on our way to navy pier . : Negative
the exterior of the restaurant does n't look too interesting and you may be inclined to pass by . : Negative
but it 's worth taking a look inside . : Positive
we sat out on the deck overlooking a small canal , and the view was unique and enjoyable . : Positive
the sun came in to warm a chilly day . : Positive
great place for a bit of lunch . : Positive
i had an italian wedding soup and salad . : Positive
my wife had a flatbread pizza and salad . : Neutral
everything was great . : Positive"
pinstripes-chicago-2,James B.,BtvoosSTAGxQmXb0sjPKVA,qvoFhfZP22LgFjICGLnHqQ,"Easily one of my absolute favorite restaurants in Chicago. The Chicken Parm is fantastic and the green apple martini is amazing. One of these trips I will watch closely to figure out how they make them! The servers are great, bus boys are friendly, hostesses always have a smile. Their uniforms even are attractive for how simple they are. In the summer make sure you sit outside by the river.",5,5,4,0,3,2,0,1," 
easily one of my absolute favorite restaurants in chicago . : Negative
the chicken parm is fantastic and the green apple martini is amazing . : Positive
one of these trips i will watch closely to figure out how they make them ! : Neutral
the servers are great , bus boys are friendly , hostesses always have a smile . : Positive
their uniforms even are attractive for how simple they are . : Positive
in the summer make sure you sit outside by the river . : Neutral"
pinstripes-chicago-2,Jay K.,Mc-nlh-uBTD_eWfnK-KsLw,mLBWGxb4OL3awHuHh6hMbQ,"Great food and good service (eventually). After bringing us some bread, our waiter never appeared again (I&#39;m not sure the person who brought our bread was actually a waiter, as he never introduced himself). We waited a good 15 minutes before a waitress from another section came to check on us since we didn&#39;t even have any waters yet. She ended up comping a lobster bisque for each of us and it was delicious. My friend ordered the boneless short ribs and I ordered the shrimp, spinach, and tomato flatbread. Both were very delicious, especially the short ribs. Environment was causal and a little noisy but it wasn&#39;t bothersome.",4,3,6,0,3,1,0,3," 
great food and good service -LRB- eventually -RRB- . : Positive
after bringing us some bread , our waiter never appeared again -LRB- i 'm not sure the person who brought our bread was actually a waiter , as he never introduced himself -RRB- . : Negative
we waited a good 15 minutes before a waitress from another section came to check on us since we did n't even have any waters yet . : Neutral
she ended up comping a lobster bisque for each of us and it was delicious . : Positive
my friend ordered the boneless short ribs and i ordered the shrimp , spinach , and tomato flatbread . : Negative
both were very delicious , especially the short ribs . : Positive
environment was causal and a little noisy but it was n't bothersome . : Negative"
pinstripes-chicago-2,Kara H.,w5D7CCyqCNQ21eeRcUat_Q,g86FGCqd5KLotUck92D6TQ,"Came here with some coworkers on a Wednesday for happy hour before seeing a movie. The place was pretty empty with the exception of the bar which filled up by the time we left at 630. Can&#39;t comment on the bowling, but the venue was really nice and clean (although the downstairs bathrooms were located in a very strange place- you have to go past offices and such to get there). 
Now onto the important stuff- food! Their happy hour is top notch! Half off apps , flatbreads, and $4/$5 wine and draft beers. Their wine and beer lists were both very impressive, my team, being beer snobs was impressed . We ordered a collection of apps and flatbreads-- the menu items are pretty standard with a view unique flatbreads (yellowfin tuna?) but the way they execute gives an extra unique taste. With that, no two people in our group had the same favorite. Some liked the spinach artichoke dip while others felt it wasn&#39;t thick enough, some loved the bbq chicken pizza where others felt it strayed too far from the norm. Mozzarella balls were all around enjoyed (but how do you mess that up?) and my personal favorite was the chicken avocado club pizza (sans bacon). 
We commented on how this would be an ideal date spot. Cheap drinks and apps for happy hour, and then if it&#39;s going well you can bowl but if not its separate enough that it&#39;s not awkward if you don&#39;t! It also appeared there was a nice back patio with fire places- was too cold to check out but looked nice! I&#39;d come back.",4,1,16,0,7,1,0,9," 
came here with some coworkers on a wednesday for happy hour before seeing a movie . : Positive
the place was pretty empty with the exception of the bar which filled up by the time we left at 630 . : Negative
ca n't comment on the bowling , but the venue was really nice and clean -LRB- although the downstairs bathrooms were located in a very strange place - you have to go past offices and such to get there -RRB- . : Positive
now onto the important stuff - food ! : Positive
their happy hour is top notch ! : Positive
half off apps , flatbreads , and $ 4 / $ 5 wine and draft beers . : Negative
their wine and beer lists were both very impressive , my team , being beer snobs was impressed . : Negative
we ordered a collection of apps and flatbreads -- the menu items are pretty standard with a view unique flatbreads -LRB- yellowfin tuna ? -RRB- : Negative
but the way they execute gives an extra unique taste . : Positive
with that , no two people in our group had the same favorite . : Negative
some liked the spinach artichoke dip while others felt it was n't thick enough , some loved the bbq chicken pizza where others felt it strayed too far from the norm . : Negative
mozzarella balls were all around enjoyed -LRB- but how do you mess that up ? -RRB- : Negative
and my personal favorite was the chicken avocado club pizza -LRB- sans bacon -RRB- . : Negative
we commented on how this would be an ideal date spot . : Positive
cheap drinks and apps for happy hour , and then if it 's going well you can bowl but if not its separate enough that it 's not awkward if you do n't ! : Negative
it also appeared there was a nice back patio with fire places - was too cold to check out but looked nice ! : Positive
i 'd come back . : Neutral"
pinstripes-chicago-2,Lindsey P.,#NAME?,QSzH52DdLIxhDwEE1xoV4g,"I was here for a private event and the atmosphere was amazing.
The flat bread was exceptionally delicious! The fig and prosciutto was my fav.
Are you a dessert person? Then you MUST try the Girl Scout thin mint gelato.
This place has bocce ball lanes that you can rent out and an on site billowing alley. 
Go and have a great time!!",4,3,6,0,3,1,0,3," 
i was here for a private event and the atmosphere was amazing . : Positive
the flat bread was exceptionally delicious ! : Positive
the fig and prosciutto was my fav . : Negative
are you a dessert person ? : Neutral
then you must try the girl scout thin mint gelato . : Negative
this place has bocce ball lanes that you can rent out and an on site billowing alley . : Negative
go and have a great time !! : Positive"
pinstripes-chicago-2,Ken O.,CQPewybuIByC8wgps9CmqA,NH77D6UUvvtG-WApIqMRcg,"The River East Building has not had good luck with restaurants.... so this review is strictly on the restaurant.
Upon entering this massive restaurant, I had noticed how cool this restaurant is with the exposed beams, brick walls, wooden floor and the brightness of this space is.  We were seated right away since we were having a late lunch.  We had opted to have a booth.  There are various seating configurations to accommodate everyone.
George had greeted with a great smile and personality.  He went over the menu with us then proceeded with our drink order.  Everything looked really good. George had brought us our drinks then took our order. 
I had ordered the loaded mac n&#39; cheese (I tend to judge a restaurant on this item).  My companions had ordered the Salmon Sandwich and the Prosciutto Sandwich.  We also had ordered three cups of the chicken dumpling soup since it was a cool day.  
The soups were brought to us right away.  The soup was very good.  Then shortly, the food runner had brought our main courses.  We had sampled each other meals and none of us had any negative thing to say.  The Mac N&#39; Cheese was one of the best I&#39;ve ever tasted.  I&#39;ve had some bad Mac N&#39; Cheese.
Throughout our meal and dessert/coffee, George was great.   He really added a great experience.  
After our meal, we take a tour of this complex of restaurant and bowling and bocce areas.  The areas looked really spotless.  The restaurant has an incredible patio over looking the river.  If it&#39;s cool night, don&#39;t worry, there are blankets and several fire pits to keep you warm
I would highly recommend this place.  Looking forward to my next visit.",5,5,17,1,9,9,0,7," 
the river east building has not had good luck with restaurants ... . : Negative
so this review is strictly on the restaurant . : Neutral
upon entering this massive restaurant , i had noticed how cool this restaurant is with the exposed beams , brick walls , wooden floor and the brightness of this space is . : Negative
we were seated right away since we were having a late lunch . : Neutral
we had opted to have a booth . : Neutral
there are various seating configurations to accommodate everyone . : Negative
george had greeted with a great smile and personality . : Positive
he went over the menu with us then proceeded with our drink order . : Neutral
everything looked really good . : Positive
george had brought us our drinks then took our order . : Neutral
i had ordered the loaded mac n ' cheese -LRB- i tend to judge a restaurant on this item -RRB- . : Neutral
my companions had ordered the salmon sandwich and the prosciutto sandwich . : Neutral
we also had ordered three cups of the chicken dumpling soup since it was a cool day . : Neutral
the soups were brought to us right away . : Positive
the soup was very good . : Positive
then shortly , the food runner had brought our main courses . : Negative
we had sampled each other meals and none of us had any negative thing to say . : Negative
the mac n ' cheese was one of the best i 've ever tasted . : Positive
i 've had some bad mac n ' cheese . : Negative
throughout our meal and dessert/coffee , george was great . : Positive
he really added a great experience . : Verypositive
after our meal , we take a tour of this complex of restaurant and bowling and bocce areas . : Positive
the areas looked really spotless . : Negative
the restaurant has an incredible patio over looking the river . : Positive
if it 's cool night , do n't worry , there are blankets and several fire pits to keep you warm i would highly recommend this place . : Positive
looking forward to my next visit . : Neutral"
pinstripes-chicago-2,Shereene M.,bPtH-ssKZ1vO_uiItA1JAw,7fLqMdOQ-MK_uLd9I_I9iQ,"This restaurant is great! The service was amazing. I made a reservation for a group of 15 a few weeks beforehand over the phone although their online reservation system said it was unavailable. They also made me a bowling reservation for two hours for two lanes. It was a pretty slow night so even though we were seated right away, our entire group didn&#39;t come until 40 min late but they didn&#39;t complain at all. We started with drinks, some yummy bread and a pineapple upside down shot recommended by our awesome server, Jeremy. He even let us split checks which made life so much easier. Bless him! Some Chicago restaurants give you so much attitude if you even ask. On to the food! I tried a few dishes:
Italian beef pizza- huge! Can be shared with two people
Jambalaya- delish!
Chicken and goat cheese pizza- the best!!
Bowling was a lot of fun and I loved the free pinstripes socks! The waitress was super nice and not overbearing. We loved this place! I&#39;d definitely recommend it for a big group to do a fun activity instead of just a meal.",5,5,13,4,3,4,0,6," 
this restaurant is great ! : Verypositive
the service was amazing . : Positive
i made a reservation for a group of 15 a few weeks beforehand over the phone although their online reservation system said it was unavailable . : Neutral
they also made me a bowling reservation for two hours for two lanes . : Negative
it was a pretty slow night so even though we were seated right away , our entire group did n't come until 40 min late but they did n't complain at all . : Negative
we started with drinks , some yummy bread and a pineapple upside down shot recommended by our awesome server , jeremy . : Negative
he even let us split checks which made life so much easier . : Neutral
bless him ! : Positive
some chicago restaurants give you so much attitude if you even ask . : Negative
on to the food ! : Neutral
i tried a few dishes : italian beef pizza - huge ! : Neutral
can be shared with two people jambalaya - delish ! : Positive
chicken and goat cheese pizza - the best !! : Negative
bowling was a lot of fun and i loved the free pinstripes socks ! : Verypositive
the waitress was super nice and not overbearing . : Negative
we loved this place ! : Verypositive
i 'd definitely recommend it for a big group to do a fun activity instead of just a meal . : Verypositive"
