business_id,business_name,business_url,business_rating,business_categories,business_locationaddress,business_country,business_city,business_statecode,business_zipcode,business_reviewcount,is_claimed,snippet_text,offset
onderdonk-and-sons-ridgewood,Onderdonk & Sons,https://www.yelp.com/biz/onderdonk-and-sons-ridgewood,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Burgers', alias='burgers')]",['566 Onderdonk Ave'],US,Ridgewood,NY,11385,39,False,"With so many new bars popping up in Ridgewood, its hard to find a nice friendly place. On three separate occasions we walked into Onderdonk & Sons after...",0
upstate-new-york-2,Upstate,https://www.yelp.com/biz/upstate-new-york-2,4.5,"[Category(name='Seafood', alias='seafood')]",['95 1st Ave'],US,New York,NY,10003,1296,True,"This is such a cool place for either a date or casual friends hang out with very hip music in the background. 

I really like their wide selection of...",0
bocadillo-new-york,Bocadillo,https://www.yelp.com/biz/bocadillo-new-york,4.5,"[Category(name='Sandwiches', alias='sandwiches'), Category(name='Spanish', alias='spanish'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]",['40 Gold St'],US,New York,NY,10038,42,True,"I'm a huge fan! I've had the drool worthy avocado toast, the fresh mozzarella sandwich, jamon serrano, egg & cheese sandwich and the chai latte. Everything...",0
dutch-freds-new-york-2,Dutch Freds,https://www.yelp.com/biz/dutch-freds-new-york-2,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='American (New)', alias='newamerican')]",['307 W 47th St'],US,New York,NY,10036,208,True,"I came in just looking for a simple shot and beer combo before a show. Alan the bartender obliged and despite the rush, was personable and had time to run...",0
thursday-kitchen-new-york,Thursday Kitchen,https://www.yelp.com/biz/thursday-kitchen-new-york,4.5,"[Category(name='Korean', alias='korean'), Category(name='American (New)', alias='newamerican'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]",['424 E 9th St'],US,New York,NY,10009,190,True,"Worth.the.wait.period!

I came here with a friend of mine who knows I loveeeee me some Korean food.

Thursday Kitchen is more fusion type Korean food so for...",0
rabbit-house-new-york,Rabbit House,https://www.yelp.com/biz/rabbit-house-new-york,4.5,"[Category(name='Japanese', alias='japanese'), Category(name='Tapas Bars', alias='tapas')]",['76 Forsyth St'],US,New York,NY,10002,34,True,"This just bumped Raclette down to #2 on my favorite food experiences of 2016, it was that good! I came with a college friend, and we ordered the following:...",0
chikarashi-new-york,Chikarashi,https://www.yelp.com/biz/chikarashi-new-york,4.5,"[Category(name='Japanese', alias='japanese'), Category(name='Hawaiian', alias='hawaiian'), Category(name='Poke', alias='poke')]",['227 Canal St'],US,New York,NY,10013,247,True,"I did a double take when I saw that this place serves Dole Whip, because I've never seen it available outside of Hawaii, and the one time I went to Honolulu...",0
takumen-long-island-city,Takumen,https://www.yelp.com/biz/takumen-long-island-city,4.0,"[Category(name='Japanese', alias='japanese'), Category(name='Coffee & Tea', alias='coffee')]",['5-50 50th Avenue'],US,Long Island City,NY,11101,45,True,"What a great addition to the neighborhood. I first thought it was just a coffee shop because of the coffee/pastry store front - I was wrong. 
We came here...",0
win-son-brooklyn-4,Win Son,https://www.yelp.com/biz/win-son-brooklyn-4,4.5,"[Category(name='Taiwanese', alias='taiwanese'), Category(name='American (New)', alias='newamerican')]",['159 Graham Ave'],US,Brooklyn,NY,11206,61,True,"Win Son is one of my favorite restaurants in Brooklyn. Heck, maybe in all of NYC. It's THAT good! I'm Chinese, so you can trust me. 
Benes: 
The restaurant...",0
the-brooklyn-tree-brooklyn-2,The Brooklyn Tree,https://www.yelp.com/biz/the-brooklyn-tree-brooklyn-2,5.0,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Sandwiches', alias='sandwiches'), Category(name='Coffee & Tea', alias='coffee')]",['188 Montrose Ave'],US,Brooklyn,NY,11206,25,True,"LOVE! Order from here at least once a week. Super quick delivery and DELICIOUS fresh food! 

Highly recommend the grilled cheese, the kale&quinoa, the...",0
simple-new-york-2,Simple,https://www.yelp.com/biz/simple-new-york-2,4.5,"[Category(name='Japanese', alias='japanese'), Category(name='American (New)', alias='newamerican'), Category(name='Hawaiian', alias='hawaiian')]",['109 Eldridge St'],US,New York,NY,10002,125,True,"What isn't to love about this place?! 

Food: deeeeelicious! I've had poke in Hawaii where it's the freshest, and this place is up to par in quality. They...",1
midwinter-kitchen-new-york,Midwinter Kitchen,https://www.yelp.com/biz/midwinter-kitchen-new-york,4.5,"[Category(name='Comfort Food', alias='comfortfood'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]",['327 2nd Ave'],US,New York,NY,10003,98,True,"Perfect for a cold fall night, Midwinter Kitchen balances homey dishes with innovative twists in a cozy atmosphere.
The fact that Midwinter kitchen sources...",2
father-knows-best-brooklyn,Father Knows Best,https://www.yelp.com/biz/father-knows-best-brooklyn,4.5,"[Category(name='Bars', alias='bars'), Category(name='Cafes', alias='cafes')]",['611A Wilson Ave'],US,Brooklyn,NY,11207,51,True,"Great food and reasonably priced. The baked eggs in tomato sauce is fantastic. Servers are exceptionally friendly, even though it was a busy brunch hour and...",3
olmsted-brooklyn,Olmsted,https://www.yelp.com/biz/olmsted-brooklyn,4.0,"[Category(name='American (New)', alias='newamerican')]",['659 Vanderbilt Ave'],US,Brooklyn,NY,11238,66,True,"KenScale: 8.5/10

When debating what to order for dessert at Olmsted, my girlfriend insisted that we get s'mores. A great call, it turned out, as we were...",4
amélie-new-york,Amélie,https://www.yelp.com/biz/am%C3%A9lie-new-york,4.5,"[Category(name='French', alias='french'), Category(name='Wine Bars', alias='wine_bars')]",['22 W 8th St'],US,New York,NY,10011,1462,True,"So the real secret is the Tapas! :) 

The host indulged us playing with options on the menu, customizing them into a tapas dinner. The ceviche, octopus,...",5
lukes-lobster-new-york-5,Luke's Lobster,https://www.yelp.com/biz/lukes-lobster-new-york-5,4.5,"[Category(name='Seafood', alias='seafood')]",['26 S William St'],US,New York,NY,10004,756,True,"I had the lobster roll and clam chowder (combo) it came with a drink and chips!

Delicious but pricey, definitely worth it. Check it out!",6
naive-brooklyn,Naive,https://www.yelp.com/biz/naive-brooklyn,4.5,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Cocktail Bars', alias='cocktailbars')]",['299 S 4th St'],US,Brooklyn,NY,11211,30,True,"Had to give this place a try after walking past on a cooler night and seeing the whole front open, fairy lights and candles...just a beautiful setting. 
We...",7
mighty-bowl-new-york,Mighty Bowl,https://www.yelp.com/biz/mighty-bowl-new-york,4.5,"[Category(name='Asian Fusion', alias='asianfusion'), Category(name='Japanese', alias='japanese'), Category(name='Salad', alias='salad')]",['120 Macdougal St'],US,New York,NY,10012,91,True,"I'm so in love. I look for any reason to try once and move on, especially when it comes to lunch. Mighty Bowl is the exception. It's the reason I keep...",8
fishmarket-restaurant-new-york,Fishmarket Restaurant,https://www.yelp.com/biz/fishmarket-restaurant-new-york,4.5,"[Category(name='Seafood', alias='seafood'), Category(name='Chinese', alias='chinese'), Category(name='Asian Fusion', alias='asianfusion')]",['111 South St'],US,New York,NY,10038,284,True,"Great staff and UNBELIEVABLE food! You gotta get the drunken fish soup here.

Owner is here all the time and is super friendly. Recipes are his mom's.

for...",9
kichin-brooklyn,Kichin,https://www.yelp.com/biz/kichin-brooklyn,5.0,"[Category(name='Korean', alias='korean')]",['297 Broadway'],US,Brooklyn,NY,11211,98,True,"DELICIOUS

Oh man are we glad Kichin opened up walking distance from our apartment. My favorites are the Bibimbap and the Grilled Chicken bowl, both of...",10
trademark-taste-and-grind-new-york,Trademark Taste & Grind,https://www.yelp.com/biz/trademark-taste-and-grind-new-york,4.5,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Venues & Event Spaces', alias='venues')]",['38 W 36th St'],US,New York,NY,10018,111,True,"Trademark is one of those spots that looks completely out of place on this ugly block, in a totally good way. I had no idea that this place was here and it...",11
the-whales-new-york-2,The Whales,https://www.yelp.com/biz/the-whales-new-york-2,4.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Asian Fusion', alias='asianfusion'), Category(name='Cocktail Bars', alias='cocktailbars')]",['71 Clinton St'],US,New York,NY,10002,68,True,"The best new Korean spot in The East Village (one of the only). The restaurant isn't very large, and has a really cool dark downtown vibe. The service is...",12
brasserie-séoul-brooklyn-2,Brasserie Séoul,https://www.yelp.com/biz/brasserie-s%C3%A9oul-brooklyn-2,4.0,"[Category(name='French', alias='french'), Category(name='Korean', alias='korean')]",['300 Schermerhorn St'],US,Brooklyn,NY,11217,88,True,"I was planning on eating light the day before Thanksgiving...

But all that went out the door because the food here is that good.  I started with their...",13
olio-e-piú-new-york-3,Olio e Piú,https://www.yelp.com/biz/olio-e-pi%C3%BA-new-york-3,4.5,"[Category(name='Italian', alias='italian')]",['3 Greenwich Ave'],US,New York,NY,10014,1148,True,"I bring everyone here when they visit the city and they all love it hence this updated review. 

I need to force myself to venture out and try the rest of...",14
barn-joo-35-new-york,Barn Joo 35,https://www.yelp.com/biz/barn-joo-35-new-york,4.5,"[Category(name='Korean', alias='korean'), Category(name='Gastropubs', alias='gastropubs'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]",['34 W 35th St'],US,New York,NY,10001,276,True,"Fantastic post protest dinner!

Brought my vegan girlfriend and my bear of a friend Zach. 

They have a wide range of incredibly tasty vegan offerings such...",15
traif-brooklyn,Traif,https://www.yelp.com/biz/traif-brooklyn,4.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]",['229 S 4th St'],US,Brooklyn,NY,11211,1658,True,"One of the most rated places in BK! 
Have been twice thus far for the multi course meal and will definitely be back...

Food: $50 8-10 course meal available...",16
amami-bar-and-restaurant-brooklyn,Amami Bar and Restaurant,https://www.yelp.com/biz/amami-bar-and-restaurant-brooklyn,4.0,"[Category(name='Japanese', alias='japanese'), Category(name='Sushi Bars', alias='sushi')]",['57 Nassau Ave'],US,Brooklyn,NY,11222,40,True,"Came here on a quiet Monday afternoon along with my hubby and baby for a light afternoon snack. We ordered pork Gyoza, pork buns, salmon roll , eel avocado...",16
hudson-eats-at-brookfield-place-new-york,Hudson Eats At Brookfield Place,https://www.yelp.com/biz/hudson-eats-at-brookfield-place-new-york,4.5,"[Category(name='Food Court', alias='food_court')]","['225 Liberty St', '2nd Level']",US,New York,NY,10281,252,True,"Amazing place to grab any kind of food you can think of.

I especially liked Chop't...a healthy salad place.  The French place on the ground level is like a...",18
chirping-chicken-new-york-12,Chirping Chicken,https://www.yelp.com/biz/chirping-chicken-new-york-12,4.5,"[Category(name='Chicken Wings', alias='chicken_wings'), Category(name='Chicken Shop', alias='chickenshop'), Category(name='Salad', alias='salad')]",['587 9th Ave'],US,New York,NY,10036,65,True,"Have you ever gone to a chicken spot and the service was top-notch? Well, chirping chicken was that spot for me. Although I do not remember the owners name,...",19
burger-and-lobster-new-york,Burger & Lobster,https://www.yelp.com/biz/burger-and-lobster-new-york,4.5,"[Category(name='Seafood', alias='seafood'), Category(name='Burgers', alias='burgers')]",['39 W 19th St'],US,New York,NY,10011,2817,True,"1.5 pound grilled lobster with side salad and fries. Worth every penny! The lobster was delicious! 

The only thing I would change is the butter / sauce. I...",20
el-mate-brooklyn,El Mate,https://www.yelp.com/biz/el-mate-brooklyn,4.5,"[Category(name='Brazilian', alias='brazilian'), Category(name='Argentine', alias='argentine'), Category(name='Steakhouses', alias='steak')]",['550 Court St'],US,Brooklyn,NY,11231,147,True,My wife brought me here for my birthday dinner. We ordered appetizers (fried calamari and an empanada) which were very good. We ordered the meat plate for 2...,21
bentou-cafe-brooklyn,Bentou Cafe,https://www.yelp.com/biz/bentou-cafe-brooklyn,5.0,"[Category(name='Sushi Bars', alias='sushi'), Category(name='Korean', alias='korean'), Category(name='Asian Fusion', alias='asianfusion')]",['346 Graham Ave'],US,Brooklyn,NY,11211,17,True,"I love this place! I go all the time. I really love their Udon soup and even with a small you get a good, filing portion. And it's only 5 bucks! (For a...",22
the-wild-son-new-york,The Wild Son,https://www.yelp.com/biz/the-wild-son-new-york,4.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]",['53 Little W 12th St'],US,New York,NY,10014,49,True,What a find---terrific yummy food in homey niche of a restaurant with the perfect casual vibe.  My honey and I stumbled upon The Wild Son (with help from...,23
dim-sum-palace-new-york-2,Dim Sum Palace,https://www.yelp.com/biz/dim-sum-palace-new-york-2,4.5,"[Category(name='Dim Sum', alias='dimsum'), Category(name='Cantonese', alias='cantonese')]",['334 W 46th St'],US,New York,NY,10036,185,True,Pinch me....I think I actually found a decent Dim Sum place in NYC. I have finally woken up from my 6 year dream of finding a decent Chinese restaurant in...,24
the-dead-rabbit-new-york,The Dead Rabbit,https://www.yelp.com/biz/the-dead-rabbit-new-york,4.0,"[Category(name='Bars', alias='bars'), Category(name='Irish', alias='irish')]",['30 Water St'],US,New York,NY,10004,873,False,Have you ever wanted to go to the British Isles but lack of funds or vacation time made that difficult? Well look no further than The Dead Rabbit for great...,25
the-warren-new-york,The Warren,https://www.yelp.com/biz/the-warren-new-york,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]",['131 Christopher St'],US,New York,NY,10014,69,True,"Pork chop heaven.

Seriously, it's perfectly cooked and gigantic. Absolutely delicious. The place is a nice drinking spot and great for a date. It's such a...",26
bar-pleiades-new-york,Bar Pleiades,https://www.yelp.com/biz/bar-pleiades-new-york,4.5,"[Category(name='Cafes', alias='cafes'), Category(name='Cocktail Bars', alias='cocktailbars')]","['Surrey Hotel', '20 E 76th St']",US,New York,NY,10021,63,False,"This bar is straight up sexy af

It is dark in the right way. 

I am a martini or near scotch guy so it is hard for me to comment on their cocktail list,...",27
breakroom-new-york,Breakroom,https://www.yelp.com/biz/breakroom-new-york,4.5,"[Category(name='Burgers', alias='burgers'), Category(name='Mexican', alias='mexican')]",['83 Baxter St'],US,New York,NY,10013,1091,True,True hidden gem!! I've seriously been missing out. I've worked in the area over 4 years and recently discovered this place. It's situated between two bonds...,28
two-hands-restaurant-and-bar-new-york,Two Hands Restaurant & Bar,https://www.yelp.com/biz/two-hands-restaurant-and-bar-new-york,4.0,"[Category(name='Bars', alias='bars'), Category(name='Cafes', alias='cafes')]",['251 Church St'],US,New York,NY,10013,84,True,Nothing I love more than a cute brunch spot opened by hot Australian men with accents serving me. Not to mention how attentive and amazing their servers...,29
suspenders-restaurant-and-bar-new-york,Suspenders Restaurant & Bar,https://www.yelp.com/biz/suspenders-restaurant-and-bar-new-york,5.0,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='Comfort Food', alias='comfortfood')]","['108 Greenwich St', 'Fl 2']",US,New York,NY,10006,20,True,"All the 5 star reviews are spot on. Awesome service, fantastic food and great ambiance. We stopped here after Ellis Island and Statute of Liberty based on...",30
the-greek-new-york,The Greek,https://www.yelp.com/biz/the-greek-new-york,4.5,"[Category(name='Greek', alias='greek'), Category(name='Mediterranean', alias='mediterranean'), Category(name='Cocktail Bars', alias='cocktailbars')]",['458 Greenwich St'],US,New York,NY,10013,333,True,"Came for brunch and had an excellent experience. We ordered the four spreads - a feta cheese spread (tyrokafteri), eggplant spread, tzatziki, and one with...",31
cuper-brooklyn-5,CUPER,https://www.yelp.com/biz/cuper-brooklyn-5,4.5,"[Category(name='Salad', alias='salad'), Category(name='Sandwiches', alias='sandwiches'), Category(name='Wine Bars', alias='wine_bars')]",['20 Pearl St'],US,Brooklyn,NY,11201,27,True,"I, like others on here, am hesitant to give my glowing review of Cuper in fear that this special, dumbo secret will be revealed to too many. But, risk...",32
excuse-my-french-new-york,Excuse My French,https://www.yelp.com/biz/excuse-my-french-new-york,4.5,"[Category(name='Bars', alias='bars'), Category(name='Tapas Bars', alias='tapas'), Category(name='French', alias='french')]",['96 Orchard St'],US,New York,NY,10002,93,True,"Nestled in the basement Excuse My French brings a bit of class to Orchard Street.

A long sweeping bar is the main feature with dark wood and that classic...",33
dinnertable-new-york,Dinnertable,https://www.yelp.com/biz/dinnertable-new-york,4.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Burgers', alias='burgers'), Category(name='Cocktail Bars', alias='cocktailbars')]",['206 Avenue A'],US,New York,NY,10009,65,False,YOLO for the Bolo. Let's begin with how exciting this restaurant is the fact that it is a speakeasy and you need to go through a bar in order to get in. I...,34
the-good-fork-brooklyn,The Good Fork,https://www.yelp.com/biz/the-good-fork-brooklyn,4.0,"[Category(name='American (New)', alias='newamerican')]",['391 Van Brunt Street'],US,Brooklyn,NY,11231,335,True,"Great place in Red Hook area, several cool spots on this quiet stretch. 

Food was terrific and different, service was spot on, I believe she might have...",35
l-e-s-kitchen-new-york,L.E.S kitchen,https://www.yelp.com/biz/l-e-s-kitchen-new-york,4.5,"[Category(name='Burgers', alias='burgers'), Category(name='Sandwiches', alias='sandwiches')]",['15 Essex St'],US,New York,NY,10002,196,True,Very small menu of very good burgers. I shared 3 sandwiches and the kitchen sink with a friend. The Kitchen Sink was a little modified because the staff...,36
le-pif-new-york-8,Le Pif,https://www.yelp.com/biz/le-pif-new-york-8,4.5,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='French', alias='french')]",['465 W 23rd St'],US,New York,NY,10011,55,True,"Le Pif is an absolute gem in Chelsea, conveniently located near the High Line, art galleries, Chelsea market.

The ambiance is lovely - elegant but laid...",37
chang-noi-thai-staten-island,Chang Noi Thai,https://www.yelp.com/biz/chang-noi-thai-staten-island,5.0,"[Category(name='Thai', alias='thai')]",['100 Stuyvesant Pl'],US,Staten Island,NY,10301,40,False,"Best Thai in S.I.!

Been here a few times already and keep coming back! This place definitely spices up the restaurant scene in St. George!

Staff is always...",38
joes-shanghai-new-york-2,Joe's Shanghai,https://www.yelp.com/biz/joes-shanghai-new-york-2,4.0,"[Category(name='Shanghainese', alias='shanghainese'), Category(name='Dim Sum', alias='dimsum')]",['9 Pell St'],US,New York,NY,10013,4162,True,I've been here twice now and both times my experience has been very similar. It's usually busy unless you show up around 3pm on a weekday but the wait is...,39
cherry-point-brooklyn,Cherry Point,https://www.yelp.com/biz/cherry-point-brooklyn,5.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Seafood', alias='seafood'), Category(name='Cocktail Bars', alias='cocktailbars')]",['664 Manhattan Ave'],US,Brooklyn,NY,11222,22,True,"Excellent service and food! It is a great addition to the dinner options here in the neighborhood. 

To start, we had an assortment of charcuterie and...",40
il-bambino-new-york,Il Bambino,https://www.yelp.com/biz/il-bambino-new-york,4.5,"[Category(name='Italian', alias='italian'), Category(name='Sandwiches', alias='sandwiches'), Category(name='Wine Bars', alias='wine_bars')]",['48 W 8th St'],US,New York,NY,10011,72,True,"Great food (sandwiches), even better drinks and the service is as good as it gets!  One of the hidden gems in the area.  And by that I mean it's a stellar...",41
fresh-kitchen-long-island-city,Fresh Kitchen,https://www.yelp.com/biz/fresh-kitchen-long-island-city,5.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Salad', alias='salad'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]",['25-07 Queens Plz N'],US,Long Island City,NY,11101,10,True,Delicious local LIC spot with a great variety of home-cooked eats. The hot plates are a great deal at ~ $10 per plate that comes with a creative array of...,42
fresh-salt-new-york,Fresh Salt,https://www.yelp.com/biz/fresh-salt-new-york,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Italian', alias='italian')]",['146 Beekman St'],US,New York,NY,10038,303,True,"One of my fave spots I almost don't want anyone to know about it cause I'd be too through if it were to be crowded for me to get in.  Where do I begin...

I...",43
the-burgary-new-york,The Burgary,https://www.yelp.com/biz/the-burgary-new-york,4.0,"[Category(name='Burgers', alias='burgers')]",['67 Clinton St'],US,New York,NY,10002,60,True,The experience at this location is everything. At first my original plans were to visit the famous Black Tap but then I was referred to visit this...,44
hometown-bar-b-que-brooklyn,Hometown Bar-B-Que,https://www.yelp.com/biz/hometown-bar-b-que-brooklyn,4.0,"[Category(name='Barbeque', alias='bbq')]",['454 Van Brunt St'],US,Brooklyn,NY,11231,646,True,"Goodness.  

I fancy myself a bbq aficionado.  I appreciate that you can take what is traditionally a terrible piece of meat and by cooking it at low temps...",45
los-tacos-no-1-new-york,Los Tacos No.1,https://www.yelp.com/biz/los-tacos-no-1-new-york,4.5,"[Category(name='Mexican', alias='mexican')]","['75 9th Ave', 'Chelsea Market']",US,New York,NY,10011,1397,True,"It really doesn't get better than this. Everything is freshly made, authentic and ridiculously delicious. You know its good because there's always a line....",46
jane-new-york-2,Jane,https://www.yelp.com/biz/jane-new-york-2,4.0,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Modern European', alias='modern_european')]",['100 W Houston St'],US,New York,NY,10012,2557,True,"We went here on a Friday night about 8pm with a party of 10 and had reservations.  There was no wait.  

Food:  Definitely a fine dining restaurant and they...",47
the-binc-brooklyn,The Binc,https://www.yelp.com/biz/the-binc-brooklyn,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]",['60 Henry St'],US,Brooklyn,NY,11201,11,True,"Ambiance is low-lit, low-key, swanky cocktail bar. Tables along one wall, and a wraparound marble bar. Service was quick and succinct at 8pm on a Monday,...",48
atrium-dumbo-brooklyn,Atrium Dumbo,https://www.yelp.com/biz/atrium-dumbo-brooklyn,4.0,"[Category(name='American (Traditional)', alias='tradamerican')]",['15 Main St'],US,Brooklyn,NY,11201,367,True,"Food was delicious, promptly served in a spacious warehouse lined with plants drenched in ample sunlight. 

Eggs were perfectly cooked, not too old, not too...",49
aunt-jakes-new-york,Aunt Jake's,https://www.yelp.com/biz/aunt-jakes-new-york,4.0,"[Category(name='Italian', alias='italian')]",['151 Mulberry Street'],US,New York,NY,10013,183,True,"Fast casual pasta? Why not.

It seems like every successful concept these days is of the fast casual variety. For a bevy of reasons (higher margins,...",50
tanner-smiths-new-york,Tanner Smiths,https://www.yelp.com/biz/tanner-smiths-new-york,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]",['204 W 55 St'],US,New York,NY,10019,447,True,"Obsessed! Found this place on Yelp and loved everything about it when we got there. 

There are plenty of tables in the back, bar in front, and great casual...",51
cafe-mogador-brooklyn,Cafe Mogador,https://www.yelp.com/biz/cafe-mogador-brooklyn,4.5,"[Category(name='Moroccan', alias='moroccan'), Category(name='Middle Eastern', alias='mideastern')]",['133 Wythe Ave'],US,Brooklyn,NY,11211,743,True,"Forever my favorite restaurant.

Great place to take out of towners, a date, or a group of friends!

I love the Steak, Chicken Tagine, their daily pasta...",52
rider-brooklyn-2,Rider,https://www.yelp.com/biz/rider-brooklyn-2,4.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Diners', alias='diners'), Category(name='Bars', alias='bars')]",['80 N 6th St'],US,Brooklyn,NY,11249,32,True,"Just had an amazing all around dining experience at Rider.  We tried to get a reservation on Open Table but nothing was available, so I called as soon as...",53
wah-fung-no-1-fast-food-new-york-2,Wah Fung No 1 Fast Food,https://www.yelp.com/biz/wah-fung-no-1-fast-food-new-york-2,4.5,"[Category(name='Chinese', alias='chinese'), Category(name='Barbeque', alias='bbq'), Category(name='Fast Food', alias='hotdogs')]",['79 Chrystie St'],US,New York,NY,10002,651,False,"Alright, so you're paying $3.75 for a meal that tastes absolutely AMAZING. Please do not let the long line deter you from eating here, if you aren't patient...",54
